what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203276445
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1368203281506
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1368203281933
started,bundle,org.eclipse.ant.ui,3.4.2.v20091204_r352,"org.eclipse.ant.ui",1368203283137
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203286367
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1368203286435
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203308870
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203427028
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368203448645
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368203448808
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368203458452
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203460786
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203483240
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368203483347
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203483725
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203485651
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368203487356
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368203492413
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203511272
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203526179
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203529208
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1368203557465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203562948
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368203563060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203565991
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203567730
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1368203567783
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1368203567783
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203577912
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203598354
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203610272
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203611920
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203615117
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203666657
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203667358
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203707612
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203716967
started,bundle,org.eclipse.wb.core.lib,1.5.0.r35x201206111201,"org.eclipse.wb.core.lib",1368203723844
started,bundle,org.eclipse.wb.core,1.5.0.r35x201206111201,"org.eclipse.wb.core",1368203723942
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203725331
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1368203728272
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368203728406
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368203729128
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1368203729139
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368203731018
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1368203736726
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203739151
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203745570
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368203745729
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203746173
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203748034
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368203748385
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1368203752802
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368203762634
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368203772948
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203773210
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203774373
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1368203778054
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1368203778067
started,bundle,org.eclipse.mylyn.java.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.ui",1368203778134
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1368203786201
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368203787556
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368203789957
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203793183
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203793517
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368203794423
started,bundle,org.eclipse.mylyn.java.tasks,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.tasks",1368203797191
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368203797265
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203798150
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203831787
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1368203832825
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203834502
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1368203834563
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203835304
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203837012
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203838088
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.navigate.open.type",1368203838127
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203839002
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1368203839053
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203840562
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.format",1368203846202
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368203856620
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368203864602
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203865095
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203871271
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203874278
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368203955641
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203955709
started,bundle,org.eclipse.mylyn.context.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.ui",1368203956345
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203962573
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203975121
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368203976363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204002632
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1368204009422
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204011400
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204052382
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368204058612
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204065564
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204065944
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204066033
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204072593
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204072747
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204072777
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204073771
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204073851
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1368204073985
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204079220
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204079548
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204079640
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204083053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204084318
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204084559
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204085838
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204086161
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204086266
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204088314
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204089495
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204089738
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204091350
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204091820
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204091961
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204093852
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204094725
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204094998
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204097122
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204099345
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204102467
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204121744
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204124631
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204132996
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204135438
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204137270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204137534
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1368204137588
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204139934
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204141331
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204141524
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1368204141592
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204142422
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204144695
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204146475
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204146715
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204149302
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204149946
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204150194
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204151853
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204152821
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204153121
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204158717
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204159436
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204159722
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1368204160973
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204169456
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204176914
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204263575
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204263603
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.export",1368204263693
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.export",1368204263693
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1368204265825
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1368204266141
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1368204268087
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1368204275995
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1368204277653
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204295347
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204297633
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204306745
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204313285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1368204323385
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204325594
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204352723
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1368204352772
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204357421
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204359656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204362846
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1368204370276
